dist,n,rep,prim_time,kruskal_time,prim_cost,kruskal_cost
uniform,120,1,0.0029397000002973073,0.003687581000122009,1.2283615556093457,1.2283615556093448
uniform,120,2,0.0028112589998272597,0.004476528999930451,1.2843199971253472,1.2843199971253472
uniform,120,3,0.002795195000089734,0.003870989000006375,1.1447033026066507,1.1447033026066502
uniform,120,4,0.0029731549998359696,0.0062545280002268555,1.4302626800631444,1.430262680063144
uniform,120,5,0.0027234650001446425,0.0036542650000228605,1.2035393575001514,1.20353935750015
uniform,120,6,0.0038207719999263645,0.006205707000390248,0.9453654740147795,0.9453654740147795
uniform,120,7,0.0027549649998945824,0.004318124999826978,1.111136682325871,1.1111366823258713
uniform,120,8,0.0030027679999875545,0.004707150999820442,1.0962806047425295,1.09628060474253
uniform,120,9,0.003009124000072916,0.004325877000155742,1.187561764369212,1.1875617643692122
uniform,120,10,0.0027705389998118335,0.0033150369999930263,1.1258741754494639,1.1258741754494637
uniform,120,11,0.002697134999834816,0.0031389619998662965,1.3679163938325725,1.367916393832572
uniform,120,12,0.002768444000139425,0.0036814340001001256,1.2795313767178473,1.279531376717848
uniform,120,13,0.002736806000029901,0.003051379999760684,1.2725492116949626,1.2725492116949626
uniform,120,14,0.0027410650000092573,0.003168576000007306,1.2956325418451473,1.295632541845147
uniform,120,15,0.002720183000292309,0.003500052000163123,1.3284884892023625,1.3284884892023623
uniform,120,16,0.0026918960002149106,0.0034042269999190466,1.150861987230877,1.1508619872308774
uniform,120,17,0.0027335230001881428,0.0030656969997835404,1.3073506388753584,1.3073506388753584
uniform,120,18,0.0027498659997036157,0.0032201199996961805,1.1687824446137118,1.168782444613712
uniform,120,19,0.0027678859996740357,0.0031728369999655115,1.1378898845999061,1.1378898845999064
uniform,120,20,0.002506252999864955,0.0031840810001995123,1.0789493004714013,1.0789493004714013
uniform,120,21,0.0025202219999300723,0.0030486549999295676,1.2220892009520061,1.2220892009520061
uniform,120,22,0.0025098849996538775,0.003317272000003868,1.035917905900893,1.035917905900893
uniform,120,23,0.0025111420000030193,0.005181038000046101,1.0436033707438757,1.0436033707438754
uniform,120,24,0.002755593000074441,0.003964439000355924,1.0885561317265595,1.08855613172656
uniform,120,25,0.002724861999922723,0.003809108000041306,1.1279453710512293,1.1279453710512293
uniform,120,26,0.0027501449999363103,0.0035119950002808764,1.1456368582076855,1.1456368582076852
uniform,120,27,0.0028301859997554857,0.0033026060000338475,1.164331291685167,1.164331291685167
uniform,120,28,0.0027143160000377975,0.003641763999894465,1.2327793563334275,1.2327793563334275
uniform,120,29,0.002819360000103188,0.004955374000019219,1.0131321669256406,1.0131321669256406
uniform,140,0,0.0036642530003518914,0.009272101999613369,1.0869248161335352,1.0869248161335348
uniform,140,1,0.003850944000078016,0.007143213000290416,0.9462096865272477,0.9462096865272477
uniform,140,2,0.004065711999828636,0.006840582000222639,1.029535187438599,1.029535187438599
uniform,140,3,0.003792834999785555,0.009080314000129874,1.1335159989532662,1.133515998953266
uniform,140,4,0.004783140999734314,0.008687794000252325,1.1069049722951423,1.1069049722951423
uniform,140,5,0.003938316999665403,0.0052383089996510535,1.4083784617411617,1.408378461741162
uniform,140,6,0.0036958929999855172,0.006030051999914576,1.0787038321453042,1.0787038321453042
uniform,140,7,0.003970096000102785,0.005157640000106767,1.2764055492180177,1.2764055492180173
uniform,140,8,0.0037252269999044074,0.006016852000357176,1.1580431283268142,1.158043128326815
uniform,140,9,0.0037594499999613618,0.00745652900013738,1.1517496334512722,1.151749633451272
uniform,140,10,0.0036999429999013955,0.005345587999727286,1.210951636141902,1.2109516361419015
uniform,140,11,0.003737518999969325,0.004628507999768772,1.1679246584900822,1.1679246584900818
uniform,140,12,0.0037729989999206737,0.005018931999984488,1.0622276834720839,1.0622276834720839
uniform,140,13,0.0038294330001917842,0.0054233240002758976,1.3062692421016897,1.3062692421016902
uniform,140,14,0.003710070999659365,0.0045682339996346855,1.2122388317560797,1.2122388317560793
uniform,140,15,0.0037448520001817087,0.004982054000265634,1.0830374063177328,1.0830374063177328
uniform,140,16,0.0037148189999243186,0.004781535000347503,1.2264516885293233,1.2264516885293237
uniform,140,17,0.0037763519999316486,0.004501742999764247,1.1790292045567594,1.1790292045567594
uniform,140,18,0.0036744499998349056,0.004705125999862503,1.2172093107106967,1.2172093107106967
uniform,140,19,0.0037136320001991407,0.004608184000062465,1.3771516814981901,1.37715168149819
uniform,140,20,0.004589674999806448,0.005171678999886353,1.186153812203222,1.1861538122032211
uniform,140,21,0.003993005000211269,0.009613497000373172,1.383391251752462,1.3833912517524618
uniform,140,22,0.003753373000108695,0.007241970999984915,1.2792492062506267,1.2792492062506273
uniform,140,23,0.0040942079999695125,0.005162947999906464,1.0980915759770722,1.098091575977072
uniform,140,24,0.0044715710000673425,0.006260884000312217,1.0433763236498603,1.0433763236498603
uniform,140,25,0.0037215249999462685,0.009185776999856898,1.1676725996367767,1.1676725996367767
uniform,140,26,0.003703434999806632,0.005118388000028062,1.3948034002737053,1.3948034002737049
uniform,140,27,0.003720616999999038,0.006871661999866774,1.2945707184231643,1.294570718423164
uniform,140,28,0.003686044000005495,0.007145307999962824,1.2881734776738147,1.2881734776738156
uniform,140,29,0.004870375999871612,0.007805186000041431,0.9995750085949274,0.9995750085949274
uniform,160,0,0.005042958000103681,0.00685951000014029,1.1577865915983707,1.1577865915983712
uniform,160,1,0.0051110549998156785,0.007107453000116948,1.40589028497971,1.40589028497971
uniform,160,2,0.005154916999799752,0.0075498400001379196,1.270571592157801,1.2705715921578005
uniform,160,3,0.005252348000340135,0.006991512999775296,0.9151953387705977,0.9151953387705977
uniform,160,4,0.005169373999706295,0.007030346000192367,1.4139048991240142,1.4139048991240144
uniform,160,5,0.005259611999917979,0.008761340000091877,1.2030794326284573,1.2030794326284577
uniform,160,6,0.005246691000138526,0.011757542999930592,1.3014324779275537,1.3014324779275535
uniform,160,7,0.004976956000064092,0.009566003999680106,1.1616671448289786,1.1616671448289788
uniform,160,8,0.005028220999975019,0.013087497000014991,1.1808337694506152,1.1808337694506148
uniform,160,9,0.005125163000229804,0.012277176999759831,1.1024053483940686,1.1024053483940683
uniform,160,10,0.004529611000180012,0.009068648999800644,1.144845991466866,1.1448459914668663
uniform,160,11,0.004622572000243963,0.008465275000162364,1.441869539755705,1.441869539755705
uniform,160,12,0.00511936600014451,0.006550034000156302,1.1745112107571054,1.1745112107571056
uniform,160,13,0.00524340799984202,0.00704207899980247,1.2333737782016616,1.233373778201662
uniform,160,14,0.0052251089996389055,0.007398350000130449,1.1944663918859129,1.1944663918859137
uniform,160,15,0.005464881000079913,0.008780196999850887,1.2260276626041984,1.2260276626041982
uniform,160,16,0.005105328000354348,0.007837524000024132,1.3585839517233875,1.358583951723387
uniform,160,17,0.005071872999906191,0.008568223000111175,1.1846912300307846,1.1846912300307846
uniform,160,18,0.005004265000025043,0.007497316999888426,1.2584797388746622,1.2584797388746618
uniform,160,19,0.004662730999825726,0.007461209000211966,1.07102900464101,1.0710290046410103
uniform,160,20,0.005091568999887386,0.006298739000158093,1.1628614248285372,1.1628614248285372
uniform,160,21,0.005220080000071903,0.007017705000180285,1.1522104954917625,1.1522104954917627
uniform,160,22,0.005148490999999922,0.007445913000083237,1.1667250537973692,1.1667250537973688
uniform,160,23,0.005094991000078153,0.007045431999813445,1.359636919117607,1.3596369191176065
uniform,160,24,0.0051609230004032725,0.01321384399989256,1.231054850058158,1.231054850058158
uniform,160,25,0.006415306000235432,0.009910959000080766,1.1251188139659698,1.1251188139659696
uniform,160,26,0.00649416000032943,0.010252141999899322,1.2339895193883197,1.2339895193883192
uniform,160,27,0.005664980999881664,0.009921365000082005,1.2585904809187642,1.2585904809187642
uniform,160,28,0.0051660920003087085,0.008367213999918022,1.0688111636870774,1.0688111636870774
uniform,160,29,0.005172797000341234,0.008251833000031183,1.303944360985898,1.3039443609858976
uniform,180,0,0.006630772999869805,0.010691596000015124,1.1534773792992414,1.1534773792992408
uniform,180,1,0.006548218000261841,0.013718879000407469,1.372668988848369,1.372668988848369
uniform,180,2,0.006900017999669217,0.010215684999820951,1.0730882239734096,1.0730882239734099
uniform,180,3,0.006239582000034716,0.008732633999898098,1.2923331238680191,1.2923331238680185
uniform,180,4,0.006516438999824459,0.008545593999770063,1.2198460356632346,1.219846035663235
uniform,180,5,0.006516858999930264,0.00818918400000257,1.3267394137103141,1.3267394137103146
uniform,180,6,0.0064274599999407656,0.008694918999935908,1.372803429871572,1.372803429871572
uniform,180,7,0.0064283680003427435,0.008565779000036855,1.32374893880695,1.32374893880695
uniform,180,8,0.006341202999919915,0.010910484999840264,1.2846623987389443,1.2846623987389436
uniform,180,9,0.006326187000013306,0.01057614499995907,1.1392519627342068,1.139251962734206
uniform,180,10,0.006665835000148945,0.011742527000023983,1.35368294792061,1.3536829479206096
uniform,180,11,0.006260465000195836,0.009341457999653358,0.951821589826567,0.951821589826567
uniform,180,12,0.006457491999753984,0.008899280000150611,1.2053327442733268,1.205332744273326
uniform,180,13,0.007476713999949425,0.01378558000033081,1.3188502474945842,1.3188502474945842
uniform,180,14,0.008593226999892067,0.012664525999753096,1.0919754973080404,1.0919754973080402
uniform,180,15,0.006419218000246474,0.008003959999768995,1.2668191332833838,1.2668191332833836
uniform,180,16,0.0064062280002872285,0.007897728999978426,1.2197803696223115,1.2197803696223117
uniform,180,17,0.00643521200026953,0.00845368000000235,1.2439051892755644,1.2439051892755648
uniform,180,18,0.006397287000254437,0.007940053000311309,1.1886294218067164,1.1886294218067164
uniform,180,19,0.006452672999785136,0.009488825999596884,1.1667122899067832,1.1667122899067839
uniform,180,20,0.006323393999991822,0.00940138299984028,1.2407515003512795,1.2407515003512788
uniform,180,21,0.00592577599991273,0.007992995000222436,1.2263860761118344,1.2263860761118346
uniform,180,22,0.005941350999819406,0.008385792999888508,1.1953697172192848,1.1953697172192848
uniform,180,23,0.005975364000278205,0.008050335999996605,1.2803411978791241,1.2803411978791237
uniform,180,24,0.006464406000304734,0.00823318599987033,1.2145294723029436,1.2145294723029445
uniform,180,25,0.006448760999774095,0.00801227200008725,1.1188819400423116,1.1188819400423118
uniform,180,26,0.006477467999957298,0.008279979999770148,1.235198522612897,1.2351985226128972
uniform,180,27,0.006590963000235206,0.008563544000026013,1.1717409726049262,1.171740972604926
uniform,180,28,0.006459867000103259,0.008269853000001604,1.2921558053447875,1.292155805344788
uniform,180,29,0.00643786699993143,0.008594624000124895,1.0900844577843292,1.0900844577843285
uniform,200,0,0.007856242000343627,0.01071080300016547,1.1249024982664748,1.1249024982664748
uniform,200,1,0.007929717000024539,0.012111018999803491,1.2565439928614834,1.2565439928614837
uniform,200,2,0.007860711999910563,0.011191604000032385,1.2634471076826372,1.2634471076826372
uniform,200,3,0.007994181999947614,0.011110026000096695,1.3288119934756848,1.328811993475686
uniform,200,4,0.008021980000194162,0.011118757000076585,1.0495536095937834,1.0495536095937834
uniform,200,5,0.007825021999906312,0.01193019499987713,1.0442349815674339,1.0442349815674343
uniform,200,6,0.0079444540001532,0.010354114000165282,1.3248626697173078,1.3248626697173074
uniform,200,7,0.007909600999937538,0.011303632000362995,1.1652688112875071,1.1652688112875067
uniform,200,8,0.008024493999982951,0.01004959699957908,1.0392992024922694,1.0392992024922694
uniform,200,9,0.00788760099976571,0.013438110000151937,1.2148181208632676,1.2148181208632673
uniform,200,10,0.00782935200004431,0.010538499999711348,1.240691253134489,1.240691253134488
uniform,200,11,0.00823562999994465,0.010740765999798896,1.1110879486408884,1.1110879486408887
uniform,200,12,0.008024005000152101,0.010576493999906234,1.2356211884140054,1.235621188414006
uniform,200,13,0.007808958000168786,0.009836644999722921,1.2318270635350839,1.2318270635350843
uniform,200,14,0.007954231999974581,0.010122443000000203,1.173519525962437,1.1735195259624371
uniform,200,15,0.007916936000128771,0.01019633799978692,1.2707842582898095,1.2707842582898092
uniform,200,16,0.008045236999805638,0.010118114000306377,1.2745077023793316,1.2745077023793328
uniform,200,17,0.008004868000170973,0.010087032999763323,1.2459927140226297,1.245992714022629
uniform,200,18,0.007799529000294569,0.010411176000161504,1.218507381040884,1.218507381040884
uniform,200,19,0.007793732000209275,0.011563587999717129,1.2165387531959237,1.216538753195924
uniform,200,20,0.007932929000162403,0.00990111099963542,1.3002190684091208,1.30021906840912
uniform,200,21,0.007960029000059876,0.010724352000124782,1.2698265573721885,1.269826557372188
uniform,200,22,0.0077156470001682464,0.010035698000137927,1.2403646245148634,1.2403646245148643
uniform,200,23,0.007979095999871788,0.011159474999658414,1.1520089648263045,1.1520089648263039
uniform,200,24,0.007882292999966012,0.010766887000045244,1.2203441873539025,1.2203441873539014
uniform,200,25,0.00783242599982259,0.011436055000103806,1.2810708530043955,1.2810708530043966
uniform,200,26,0.008063956000114558,0.010492613000224082,1.1982984664749337,1.1982984664749337
uniform,200,27,0.007857708999836177,0.010260385000037786,1.1722700374957522,1.1722700374957524
uniform,200,28,0.007840248000320571,0.009897688999899401,1.245483483362078,1.2454834833620778
uniform,200,29,0.007911348000106955,0.009888329000204976,1.187180325920957,1.1871803259209572
gamma,20,0,9.715099986351561e-05,8.423100007348694e-05,4.869710787969671,4.86971078796967
gamma,20,1,9.128500005317619e-05,8.772299997872324e-05,6.1839467582079575,6.1839467582079575
gamma,20,2,9.254199994757073e-05,7.193900000856956e-05,7.086079916166097,7.086079916166097
gamma,20,3,9.135500022239285e-05,7.23580001249502e-05,7.427373626041713,7.427373626041714
gamma,20,4,9.903699992719339e-05,7.382400008282275e-05,5.952188775003396,5.952188775003396
gamma,20,5,8.967899975687033e-05,7.340499996644212e-05,7.074405615307828,7.074405615307827
gamma,20,6,9.044700027516228e-05,7.522099986090325e-05,8.575100913073978,8.575100913073978
gamma,20,7,9.715199985294021e-05,7.123999967006966e-05,7.206296422930713,7.206296422930713
gamma,20,8,8.925900010581245e-05,7.298600030480884e-05,7.318579869902055,7.318579869902054
